Time(sec),Vehicle_ID,Vehicle_Type,Violation_Type,Speed(km/h)
31.37,447,car,Illegal Parking,12.07
31.4,9,car,Illegal Parking,5.4
31.4,5,car,Illegal Parking,5.4
31.4,461,car,Over-Speeding,137.67
31.43,9,car,Illegal Parking,5.4
31.43,5,car,Illegal Parking,0.0
31.47,9,car,Illegal Parking,0.0
31.47,5,car,Illegal Parking,0.0
31.5,9,car,Illegal Parking,0.0
31.5,5,car,Illegal Parking,0.0
31.53,9,car,Illegal Parking,5.4
31.53,5,car,Illegal Parking,5.4
31.57,9,car,Illegal Parking,0.0
31.57,5,car,Illegal Parking,0.0
31.6,9,car,Illegal Parking,0.0
31.6,5,car,Illegal Parking,0.0
31.6,285,truck,Illegal Parking,7.64
31.63,9,car,Illegal Parking,5.4
31.63,5,car,Illegal Parking,5.4
31.67,9,car,Illegal Parking,0.0
31.67,5,car,Illegal Parking,5.4
31.67,285,truck,Illegal Parking,0.0
31.7,9,car,Illegal Parking,5.4
31.7,5,car,Illegal Parking,0.0
31.73,9,car,Illegal Parking,0.0
31.73,5,car,Illegal Parking,0.0
31.77,9,car,Illegal Parking,0.0
31.77,5,car,Illegal Parking,5.4
31.8,9,car,Illegal Parking,5.4
31.8,5,car,Illegal Parking,0.0
31.8,285,car,Illegal Parking,5.4
31.83,9,car,Illegal Parking,0.0
31.83,5,car,Illegal Parking,5.4
31.83,285,car,Illegal Parking,0.0
31.87,9,car,Illegal Parking,5.4
31.87,5,car,Illegal Parking,0.0
31.87,285,truck,Illegal Parking,5.4
31.9,9,car,Illegal Parking,5.4
31.9,5,car,Illegal Parking,0.0
31.9,285,truck,Illegal Parking,5.4
31.93,9,car,Illegal Parking,5.4
31.93,5,car,Illegal Parking,0.0
31.93,285,truck,Illegal Parking,0.0
31.97,9,car,Illegal Parking,7.64
31.97,5,car,Illegal Parking,5.4
31.97,285,truck,Illegal Parking,0.0
32.0,9,car,Illegal Parking,5.4
32.0,5,car,Illegal Parking,0.0
32.0,285,truck,Illegal Parking,0.0
32.03,9,car,Illegal Parking,12.07
32.03,5,car,Illegal Parking,5.4
32.03,285,truck,Illegal Parking,5.4
32.07,9,car,Illegal Parking,10.8
32.07,5,car,Illegal Parking,5.4
32.07,285,truck,Illegal Parking,0.0
32.1,9,car,Illegal Parking,5.4
32.1,5,car,Illegal Parking,5.4
32.1,285,truck,Illegal Parking,5.4
32.13,9,car,Illegal Parking,5.4
32.13,5,car,Illegal Parking,0.0
32.13,285,truck,Illegal Parking,5.4
32.17,9,car,Illegal Parking,5.4
32.17,5,car,Illegal Parking,0.0
32.2,9,car,Illegal Parking,7.64
32.2,5,car,Illegal Parking,0.0
32.2,285,truck,Illegal Parking,0.0
32.23,9,car,Illegal Parking,0.0
32.23,5,car,Illegal Parking,5.4
32.23,285,truck,Illegal Parking,0.0
32.27,9,car,Illegal Parking,5.4
32.27,5,car,Illegal Parking,0.0
32.27,285,truck,Illegal Parking,0.0
32.3,9,car,Illegal Parking,5.4
32.3,5,car,Illegal Parking,0.0
32.3,285,truck,Illegal Parking,0.0
32.33,9,car,Illegal Parking,5.4
32.33,5,car,Illegal Parking,0.0
32.33,285,truck,Illegal Parking,5.4
32.37,9,car,Illegal Parking,5.4
32.37,5,car,Illegal Parking,5.4
32.37,285,truck,Illegal Parking,0.0
32.4,9,car,Illegal Parking,5.4
32.4,5,car,Illegal Parking,0.0
32.4,285,truck,Illegal Parking,0.0
32.43,9,car,Illegal Parking,5.4
32.43,5,car,Illegal Parking,5.4
32.43,285,truck,Illegal Parking,0.0
32.47,9,car,Illegal Parking,5.4
32.47,5,car,Illegal Parking,0.0
32.47,285,truck,Illegal Parking,5.4
32.5,9,car,Illegal Parking,7.64
32.5,5,car,Illegal Parking,0.0
32.5,285,truck,Illegal Parking,0.0
32.53,9,car,Illegal Parking,0.0
32.53,5,car,Illegal Parking,0.0
32.53,285,truck,Illegal Parking,0.0
32.57,9,car,Illegal Parking,5.4
32.57,5,car,Illegal Parking,0.0
32.57,285,truck,Illegal Parking,0.0
32.6,9,car,Illegal Parking,12.07
32.6,5,car,Illegal Parking,0.0
32.6,285,truck,Illegal Parking,0.0
32.63,9,car,Illegal Parking,0.0
32.63,5,car,Illegal Parking,0.0
32.63,285,truck,Illegal Parking,0.0
32.67,9,car,Illegal Parking,5.4
32.67,5,car,Illegal Parking,7.64
32.67,285,truck,Illegal Parking,0.0
32.7,9,car,Illegal Parking,0.0
32.7,5,car,Illegal Parking,0.0
32.7,285,truck,Illegal Parking,5.4
32.73,9,car,Illegal Parking,7.64
32.73,5,car,Illegal Parking,0.0
32.73,285,truck,Illegal Parking,0.0
32.77,9,car,Illegal Parking,5.4
32.77,5,car,Illegal Parking,0.0
32.77,285,truck,Illegal Parking,0.0
32.8,9,car,Illegal Parking,5.4
32.8,5,car,Illegal Parking,0.0
32.8,285,truck,Illegal Parking,0.0
32.83,9,car,Illegal Parking,7.64
32.83,5,car,Illegal Parking,0.0
32.83,285,truck,Illegal Parking,0.0
32.87,9,car,Illegal Parking,0.0
32.87,5,car,Illegal Parking,5.4
32.87,285,truck,Illegal Parking,0.0
32.9,5,car,Illegal Parking,0.0
32.9,285,truck,Illegal Parking,0.0
32.93,5,car,Illegal Parking,0.0
32.93,285,truck,Illegal Parking,0.0
32.97,5,car,Illegal Parking,0.0
32.97,285,truck,Illegal Parking,0.0
33.0,5,car,Illegal Parking,0.0
33.0,285,truck,Illegal Parking,0.0
33.03,5,car,Illegal Parking,0.0
33.03,285,truck,Illegal Parking,0.0
33.07,5,car,Illegal Parking,0.0
33.07,285,truck,Illegal Parking,0.0
33.1,5,car,Illegal Parking,5.4
33.1,285,truck,Illegal Parking,0.0
33.13,5,car,Illegal Parking,0.0
33.13,285,truck,Illegal Parking,0.0
33.17,5,car,Illegal Parking,0.0
33.17,285,truck,Illegal Parking,5.4
33.2,5,car,Illegal Parking,5.4
33.2,285,truck,Illegal Parking,0.0
33.23,5,car,Illegal Parking,0.0
33.23,285,truck,Illegal Parking,0.0
33.27,5,car,Illegal Parking,0.0
33.27,285,truck,Illegal Parking,5.4
33.3,5,car,Illegal Parking,5.4
33.3,285,truck,Illegal Parking,0.0
33.33,5,car,Illegal Parking,0.0
33.33,285,truck,Illegal Parking,5.4
33.37,5,car,Illegal Parking,0.0
33.37,285,truck,Illegal Parking,0.0
33.4,5,car,Illegal Parking,5.4
33.4,285,truck,Illegal Parking,5.4
33.43,5,car,Illegal Parking,0.0
33.43,285,truck,Illegal Parking,0.0
33.47,5,car,Illegal Parking,5.4
33.47,285,truck,Illegal Parking,5.4
33.5,5,car,Illegal Parking,0.0
33.5,285,truck,Illegal Parking,0.0
33.53,5,car,Illegal Parking,0.0
33.53,285,truck,Illegal Parking,0.0
33.57,5,car,Illegal Parking,5.4
33.57,285,truck,Illegal Parking,5.4
33.6,5,car,Illegal Parking,0.0
33.6,285,truck,Illegal Parking,0.0
33.63,5,car,Illegal Parking,5.4
33.63,285,truck,Illegal Parking,0.0
33.67,5,car,Illegal Parking,0.0
33.67,285,truck,Illegal Parking,0.0
33.7,5,car,Illegal Parking,0.0
33.7,285,truck,Illegal Parking,5.4
33.7,507,car,Over-Speeding,101.89
33.73,5,car,Illegal Parking,0.0
33.73,285,truck,Illegal Parking,0.0
33.77,5,car,Illegal Parking,0.0
33.77,285,truck,Illegal Parking,0.0
33.8,5,car,Illegal Parking,5.4
33.8,285,truck,Illegal Parking,0.0
33.83,5,car,Illegal Parking,0.0
33.83,285,truck,Illegal Parking,5.4
33.87,5,car,Illegal Parking,0.0
33.87,285,truck,Illegal Parking,0.0
33.9,5,car,Illegal Parking,5.4
33.9,285,truck,Illegal Parking,0.0
33.93,5,car,Illegal Parking,5.4
33.93,285,truck,Illegal Parking,7.64
33.93,495,truck,Over-Speeding,88.57
33.93,501,car,Over-Speeding,126.06
33.97,5,car,Illegal Parking,0.0
33.97,285,truck,Illegal Parking,5.4
34.0,5,car,Illegal Parking,5.4
34.0,285,truck,Illegal Parking,5.4
34.03,5,car,Illegal Parking,0.0
34.03,285,bus,Illegal Parking,0.0
34.07,5,car,Illegal Parking,0.0
34.07,285,truck,Illegal Parking,5.4
34.1,5,car,Illegal Parking,0.0
34.1,285,bus,Illegal Parking,5.4
34.13,5,car,Illegal Parking,0.0
34.13,285,bus,Illegal Parking,0.0
34.17,5,car,Illegal Parking,0.0
34.17,285,bus,Illegal Parking,0.0
34.2,5,car,Illegal Parking,0.0
34.2,285,bus,Illegal Parking,5.4
34.23,5,car,Illegal Parking,0.0
34.23,285,bus,Illegal Parking,5.4
34.27,5,car,Illegal Parking,0.0
34.27,285,bus,Illegal Parking,5.4
34.3,5,car,Illegal Parking,0.0
34.3,285,bus,Illegal Parking,0.0
34.33,5,car,Illegal Parking,0.0
34.33,285,bus,Illegal Parking,0.0
34.37,5,car,Illegal Parking,0.0
34.37,285,bus,Illegal Parking,0.0
34.4,5,car,Illegal Parking,0.0
34.4,285,bus,Illegal Parking,0.0
34.43,5,car,Illegal Parking,0.0
34.43,285,bus,Illegal Parking,0.0
34.47,5,car,Illegal Parking,5.4
34.47,285,bus,Illegal Parking,0.0
34.5,5,car,Illegal Parking,0.0
34.5,285,bus,Illegal Parking,0.0
34.53,5,car,Illegal Parking,5.4
34.53,285,bus,Illegal Parking,0.0
34.57,5,car,Illegal Parking,0.0
34.57,285,bus,Illegal Parking,0.0
34.6,5,car,Illegal Parking,0.0
34.6,285,bus,Illegal Parking,0.0
34.6,501,car,Over-Speeding,133.37
34.63,5,car,Illegal Parking,0.0
34.63,285,bus,Illegal Parking,0.0
34.67,5,car,Illegal Parking,0.0
34.67,285,bus,Illegal Parking,0.0
34.7,5,car,Illegal Parking,0.0
34.7,285,bus,Illegal Parking,0.0
34.73,5,car,Illegal Parking,0.0
34.73,285,bus,Illegal Parking,0.0
34.77,5,car,Illegal Parking,0.0
34.77,285,bus,Illegal Parking,0.0
34.8,5,car,Illegal Parking,0.0
34.8,285,bus,Illegal Parking,0.0
34.83,5,car,Illegal Parking,0.0
34.83,285,bus,Illegal Parking,0.0
34.87,5,car,Illegal Parking,0.0
34.87,285,bus,Illegal Parking,0.0
34.9,5,car,Illegal Parking,0.0
34.9,285,bus,Illegal Parking,0.0
34.93,5,car,Illegal Parking,10.8
34.93,285,bus,Illegal Parking,0.0
34.97,5,car,Illegal Parking,5.4
35.0,5,car,Illegal Parking,5.4
35.0,285,truck,Illegal Parking,0.0
35.03,5,car,Illegal Parking,5.4
35.03,285,truck,Illegal Parking,0.0
35.07,5,car,Illegal Parking,7.64
35.07,285,truck,Illegal Parking,0.0
35.1,5,car,Illegal Parking,5.4
35.1,285,truck,Illegal Parking,0.0
35.13,5,car,Illegal Parking,0.0
35.13,285,truck,Illegal Parking,0.0
35.17,5,car,Illegal Parking,0.0
35.17,285,truck,Illegal Parking,0.0
35.2,5,car,Illegal Parking,0.0
35.2,285,truck,Illegal Parking,0.0
35.2,550,motorcycle,Over-Speeding,135.43
35.23,5,car,Illegal Parking,0.0
35.23,285,truck,Illegal Parking,0.0
35.27,5,car,Illegal Parking,0.0
35.27,285,truck,Illegal Parking,0.0
35.27,548,car,Over-Speeding,194.77
35.3,5,car,Illegal Parking,5.4
35.3,285,truck,Illegal Parking,5.4
35.33,5,car,Illegal Parking,5.4
35.33,285,truck,Illegal Parking,0.0
35.37,5,car,Illegal Parking,5.4
35.37,285,bus,Illegal Parking,0.0
35.4,5,car,Illegal Parking,5.4
35.4,285,bus,Illegal Parking,0.0
35.43,5,car,Illegal Parking,5.4
35.43,285,truck,Illegal Parking,0.0
35.47,5,car,Illegal Parking,0.0
35.47,285,truck,Illegal Parking,0.0
35.5,5,car,Illegal Parking,7.64
35.5,285,bus,Illegal Parking,0.0
35.53,5,car,Illegal Parking,0.0
35.53,285,bus,Illegal Parking,0.0
35.57,5,car,Illegal Parking,5.4
35.57,285,bus,Illegal Parking,0.0
35.6,5,car,Illegal Parking,0.0
35.6,285,bus,Illegal Parking,5.4
35.63,5,car,Illegal Parking,0.0
35.63,285,bus,Illegal Parking,5.4
35.67,5,car,Illegal Parking,7.64
35.67,285,truck,Illegal Parking,0.0
35.7,5,car,Illegal Parking,0.0
35.7,285,truck,Illegal Parking,0.0
35.73,5,car,Illegal Parking,0.0
35.73,285,truck,Illegal Parking,0.0
35.77,5,car,Illegal Parking,0.0
35.77,285,truck,Illegal Parking,0.0
35.8,5,car,Illegal Parking,5.4
35.8,285,truck,Illegal Parking,5.4
35.83,5,car,Illegal Parking,5.4
35.83,285,truck,Illegal Parking,0.0
35.87,5,car,Illegal Parking,0.0
35.87,285,truck,Illegal Parking,5.4
35.9,5,car,Illegal Parking,0.0
35.9,285,truck,Illegal Parking,5.4
35.93,5,car,Illegal Parking,0.0
35.93,285,truck,Illegal Parking,5.4
35.97,5,car,Illegal Parking,7.64
35.97,285,truck,Illegal Parking,5.4
36.0,5,car,Illegal Parking,5.4
36.0,285,truck,Illegal Parking,0.0
36.0,563,motorcycle,Over-Speeding,94.46
36.03,5,car,Illegal Parking,0.0
36.03,285,truck,Illegal Parking,0.0
36.07,5,car,Illegal Parking,5.4
36.07,285,truck,Illegal Parking,0.0
36.07,545,car,Over-Speeding,91.96
